id,review,rating,label,segmented_review
84553395444,sản phẩm bao thất tưởng chất vuot trời bao thiết kế gọn gắng mô thuận tiền dụng cảm giác nhiên thoải mãi mong giúp trị gửi dam bao toàn tuyệt doi nang gian dụng yên tạm suốt trình hương thơm nhẹ nhàng khô góp phan trải nghiệm day lừa lý tưởng tím kiểm toàn mong thoải mãi nhiên,5,positive,sản_phẩm bao thất tưởng chất vuot trời bao thiết_kế gọn gắng mô thuận tiền_dụng cảm_giác nhiên thoải mãi mong giúp trị gửi dam bao toàn tuyệt doi nang gian_dụng yên tạm suốt trình hương thơm nhẹ_nhàng khô góp phan trải nghiệm day lừa lý_tưởng tím kiểm toàn mong thoải mãi_nhiên
15898424858,trắng sạch sài 1 ủng tất sài lớp dau dang mua combo 2 chai giá siêu hơi mua 1 chai le 2 chai le mua nhẹ canh đợt flashsale mua deal hơi nè đóng gói chán shop giao hàng siêu siêu ủng hộ shop hihi shop hàng moiknguoeif yên tạm nhẹ,5,positive,trắng sạch sài 1 ủng tất sài lớp dau dang mua combo 2 chai giá siêu hơi mua 1 chai le 2 chai le mua nhẹ canh đợt flashsale mua deal hơi nè đóng_gói chán shop giao hàng siêu siêu ủng_hộ shop hihi shop hàng moiknguoeif yên tạm nhẹ
86328671545,hàng bật ngờ shop giao kien sản phẩm đóng gói thận móp méo hư hỏng trình vận mô sản phẩm dụng hình ảnh mô tả shop da dụng thử cảm chất ổn hoạt đóng phù hợp giá shop nhiệt lợi hỗ trợ đảo hài trải nghiệm mua hàng chán ủng hộ shop mua tiếp,3,positive,hàng bật ngờ shop giao kien sản_phẩm đóng_gói thận móp méo hư_hỏng trình vận mô sản_phẩm_dụng hình_ảnh mô_tả shop da_dụng thử cảm_chất ổn hoạt đóng phù_hợp giá shop nhiệt lợi hỗ_trợ đảo hài trải nghiệm mua hàng chán ủng_hộ shop mua tiếp
35849524769,chất liệu cotton màu sắc chất tuyệt vuot mong doi chất mềm mãi gian cực kỹ thoang mặc thoải mãi bách khô thiết kế ôm tuột cảm giác hoạt đóng dưỡng mấy chán tệ com chả xát da form dang hiện ton dang lịch nam món dau xứng dang chất tham mỹ,5,positive,chất_liệu cotton màu_sắc chất tuyệt vuot mong doi chất mềm mãi gian cực kỹ thoang mặc thoải mãi bách khô thiết_kế ôm tuột cảm_giác hoạt đóng dưỡng mấy chán tệ com chả xát da form dang hiện ton dang lịch nam món dau xứng dang chất tham mỹ
86544546288,chút nhẹ sữa thơm ngon uống mặc shop đóng gói thận trình vận lốc hơi móp nhẹ mấy ảnh hương mong shop lưu doi hàng vỡ sản phẩm mua dau sản phẩm sữa date nguyên chụp 4 hi vọng shop gửi hàng date tiếp tục ủng hộ shop tặng choi gỡ băng đẹp,4,positive,chút nhẹ sữa thơm ngon uống mặc shop đóng_gói thận trình vận lốc hơi móp nhẹ mấy ảnh hương mong shop lưu doi hàng vỡ sản_phẩm mua dau sản_phẩm sữa date nguyên chụp 4 hi_vọng shop gửi hàng date tiếp_tục ủng_hộ shop tặng choi gỡ băng đẹp
75260556077,lắm đẹp ok bao ok hương thơm ok mua lắm day sản dụng kẹp ẩm 1 2 hôm dụng khô da dau da da dau nhẹ e phục hơi siêu siêu nan mụn da ủng thử bôi kẹp ẩm toner serum toner hôm đợt dang dụng serum kem ekseption mua dụng sơ hút ẩm x2,5,positive,lắm đẹp ok bao ok hương thơm ok mua lắm day sản_dụng kẹp ẩm 1 2 hôm_dụng khô da dau da da dau nhẹ e phục hơi siêu siêu nan mụn da ủng thử bôi kẹp ẩm toner serum toner hôm đợt dang_dụng serum kem ekseption mua_dụng sơ hút ẩm x2
15019146680,công dụng trắng màu shop đóng gói đảo hạn 2 miếng chống sốc dán chê 2 mat bình trắng dụng sạch thận thiện trường shop hôm shop dụng 1 ném mat chê mat day bình trắng nhẹ hộp nát chống sốc bình trắng nguyên vẹn dụng choang 10 ieu,3,positive,công_dụng trắng màu shop đóng_gói đảo hạn 2 miếng chống sốc dán chê 2 mat bình trắng_dụng sạch thận thiện trường shop hôm shop_dụng 1 ném mat chê mat day bình trắng nhẹ hộp nát chống sốc bình trắng nguyên_vẹn_dụng choang 10 ieu
12744498737,mùi hương sữa gạo chất sản phẩm dịu nhẹ doi tưởng dụng trẻ sữa tạm thơm chai to dụng shop đóng gói thận hàng tràn tạm bé trưa thơm dịu nhẹ kiểu mùi hương sữa tạm dnee mùi nhẹ nhàng kiểu thơm áo chai to 1l mẹ bé tạm trời sữa tạm áp giá siêu hơi date 2026 hài,5,positive,mùi hương sữa gạo chất sản_phẩm dịu nhẹ doi tưởng_dụng trẻ sữa tạm thơm chai to_dụng shop đóng_gói thận hàng tràn tạm bé trưa thơm dịu nhẹ kiểu mùi hương sữa tạm dnee mùi nhẹ_nhàng kiểu thơm áo chai to 1l mẹ bé tạm trời sữa tạm áp_giá siêu hơi date 2026 hài
31766132636,hài sản phẩm chất tuyệt thiết kế đẹp mat phù hợp cầu dụng chất liệu cảm giác chán thoải mãi dụng sản phẩm nang tiền ích giúp trải nghiệm dụng trợ dang hiệu giá hộp lý sơ chất thực lừa dang tiền dịch vụ giao hàng chống đóng gói thận lắm tưởng,5,positive,hài sản_phẩm_chất tuyệt thiết_kế đẹp mat phù_hợp cầu dụng chất_liệu cảm_giác chán thoải mãi_dụng sản_phẩm nang tiền ích giúp trải nghiệm_dụng trợ dang hiệu giá hộp lý sơ chất thực lừa dang tiền dịch_vụ giao hàng chống đóng_gói thận lắm tưởng
67544053661,giao hàng siêu mấy cảm tặng kem giá dán lắm 3 chê 3 nhiệt siêu nha clip bay hài chai kế lun nhiệt nóng lạnh sấy lạnh khô tóc day sấy 5p khô hoàn toàn tóc ngắn mong khô mua sale 8 8 áp 301k chất ok,5,positive,giao hàng siêu mấy cảm tặng kem giá dán lắm 3 chê 3 nhiệt siêu nha clip bay hài chai kế lun nhiệt nóng lạnh sấy lạnh khô tóc day sấy 5p khô hoàn_toàn tóc ngắn mong khô mua sale 8 8 áp 301k chất ok
76438563472,lưu hương 2h 3h mùi hương nhẹ nhàng mat béo khô công doi nhẹ chui mùi béo kem 1 chút hương viết quat nhẹ 1 miếng cheese cake chai winter berry chán nha chai snow baby nhẹ nhàng mat mùi dau sting mấy bé mùi cực kĩ ủng nóng nha ziu vibe tiêu thử công nuong banh béo chanh,5,positive,lưu hương 2h 3h mùi hương nhẹ_nhàng mat béo khô công doi nhẹ chui mùi béo kem 1 chút hương viết quat nhẹ 1 miếng cheese cake chai winter berry chán nha chai snow baby nhẹ_nhàng mat mùi dau sting mấy bé mùi cực kĩ ủng nóng nha ziu vibe tiêu thử công nuong banh béo chanh
79213230567,shop gói hàng kỹ thận giá rẻ mãi chống sốc hộp dụng day dán móp méo hàng tặng kem day mua 250ml starry night tặng kem chai 30ml starry night starry night mùi thơm hộp after hour mùi thơm nc vanilla pink haven thơm nóng băng starry night dịp thử tất mùi,5,positive,shop gói hàng kỹ thận giá rẻ mãi chống sốc hộp_dụng day dán móp méo hàng tặng kem day mua 250ml starry night tặng kem chai 30ml starry night starry night mùi thơm hộp after hour mùi thơm nc vanilla pink haven thơm nóng băng starry night dịp thử tất mùi
13910851236,mùi hương thuoco đánh da hình da hộp da công dụng chống nắng giao lắm lunn i khoan 1 2 rùi kem chống nắng hơi trc mua hơi 10 xanh nhma chai xanh doi quai hơi mua lun mặc da da khô nhma tết r thử kem chống nắng dang sữa nhoo tham thấu da lemm,5,positive,mùi hương thuoco đánh da hình da hộp da công_dụng chống nắng giao lắm lunn i khoan 1 2 rùi kem chống nắng hơi trc mua hơi 10 xanh nhma chai xanh doi quai hơi mua lun mặc da da khô nhma tết r thử kem chống nắng dang sữa nhoo tham thấu da lemm
14854870199,mùi hương nhẹ nhàng cảm ổn shop nhẹ shop giao hàng sản phẩm đẹp cảm màu hỏng xinh yêu lắm da da hộp thiện dau nhạy cảm mụn bôi da chậm chích mụn da chậm chích chia day hoa hỏng aha 5 cảm ổn shop nhẹ,4,positive,mùi hương nhẹ_nhàng cảm ổn shop nhẹ shop giao hàng sản_phẩm đẹp cảm màu hỏng xinh yêu lắm da da hộp thiện dau nhạy_cảm_mụn bôi da chậm chích mụn da chậm chích chia day hoa hỏng aha 5 cảm ổn shop nhẹ
76006602409,check sản phẩm thất hàng real tặng dụng chai dịu nhẹ phù hợp da dau day thử hài mua sữa rửa mat phan lạnh dịu nhẹ khô da dụng ok dụng sữa rửa mat hàng thua dụng e srm carave mua thử trải nghiệm nha,5,positive,check sản_phẩm thất hàng real tặng_dụng chai dịu nhẹ phù_hợp da dau day thử hài mua sữa rửa mat phan lạnh dịu nhẹ khô da_dụng ok_dụng sữa rửa mat hàng thua_dụng e srm carave mua thử trải nghiệm nha
11549636434,hương thơm gac thơm lợi ích bong mượt xu tóc mùi thơm thoa tóc bong mượt thoa sấy lắm tóc xu nhẹ tóc dụng ướt hơi ẩm gói nhẹ tóc bết dụng xịt thoa tóc xong lắm bết túi tai túi xài lắm túi nhớt nhớt dính dính,5,positive,hương thơm gac thơm lợi_ích bong mượt xu tóc mùi thơm thoa tóc bong mượt thoa sấy lắm tóc xu nhẹ tóc_dụng ướt hơi ẩm gói nhẹ tóc bết_dụng xịt thoa tóc xong lắm bết túi tai túi xài lắm túi nhớt nhớt dính dính
82993323889,dam day khô qc viết thận cảm ok viết net ổn chất sản phẩm mua khô hạn dau nhẹ viết xong chả day xg phát chả khô dau ok giá rẻ nma mua viết tóc day nha nchung,5,positive,dam day khô qc viết thận cảm_ok viết net ổn chất sản_phẩm mua khô_hạn dau nhẹ viết xong chả day xg phát chả khô dau ok giá rẻ nma mua viết tóc day nha_nchung
15945362345,chê shop mua tặng trải hàng mấy dán shop chê thông sản phẩm shop chê hàng mẹ đi thuii mô giao điện hdsd lợi cảm ổn mẹ dau túi gái túi ghien mua túi mua shop nha thankiu,5,positive,chê shop mua tặng trải hàng mấy dán shop chê thông sản_phẩm shop chê hàng mẹ đi thuii mô giao điện hdsd lợi cảm ổn mẹ dau túi gái túi ghien mua túi mua shop nha_thankiu
14865095164,mua 3 4l rùi mua bình xịt phun sướng r dụng body mist nma xịt nhẹ mùi nóng xứng quanh khen thơm lắm dụng cũ mua mua dụng tạm 2 3 3 4 hoa body mist tiền mùi nhẹ nhàng dụng hàng thử nha,5,positive,mua 3 4l rùi mua bình_xịt phun sướng r_dụng body mist nma xịt nhẹ mùi nóng xứng quanh khen thơm lắm dụng cũ mua mua_dụng tạm 2 3 3 4 hoa body mist tiền mùi nhẹ_nhàng_dụng hàng thử nha
13261514686,sản phẩm chất mua rùi siêu yêu mua he dụng trắng sạch mua đóng dụng dưỡng ẩm kết hộp rửa mat dưỡng ẩm hàng da mat bật tông hạn bong da hộp dụng chăm sóc da hàng lem doi mấy hàng hộp thui hàng dụng bai rùi hình ảnh video xu tai lười chụp,5,positive,sản_phẩm_chất mua rùi siêu yêu mua he_dụng trắng sạch mua đóng_dụng dưỡng ẩm kết hộp rửa mat dưỡng ẩm hàng da mat bật tông hạn bong da hộp_dụng chăm_sóc da hàng lem doi mấy hàng hộp thui hàng_dụng bai rùi hình_ảnh video xu tai lười chụp
87443970606,da hàng nha sản phẩm ok nha shop giao hàng cực kỹ chống hôm hôm da hàng shop hàng chuẩn mua sale giá cực hơi nha mua nhẹ sản phẩm dụng da nha sản phẩm phù hợp tất da nha lắm da khô da tiết hành khô nhẹ sản phẩm nha,5,positive,da hàng nha sản_phẩm ok nha shop giao hàng cực kỹ chống hôm hôm da hàng shop hàng chuẩn mua sale giá cực hơi nha mua nhẹ sản_phẩm_dụng da nha sản_phẩm phù_hợp tất_da nha lắm da khô da tiết hành khô nhẹ sản_phẩm nha
79260496184,chiec áo thất dụng đẹp phép tông màu tệ kết hộp chất mịn cảm giác nhẹ nhàng gu tham mỹ form áo dang cực chuẩn ôm ton dang thoải mãi dụng kiểu mặc hạn,5,positive,chiec áo thất_dụng đẹp phép tông màu tệ kết hộp chất mịn cảm_giác nhẹ_nhàng gu tham mỹ form áo dang cực chuẩn ôm ton dang thoải mãi_dụng kiểu mặc hạn
88236224213,mịn ok kiểm soát dau ok khai cầu cầu cầu tóc cầu gọn nếp doi nan tóc cầu doi phút cầu mấy cầu tóc cầu tóc cầu,5,positive,mịn ok kiểm_soát dau ok khai cầu cầu cầu tóc cầu gọn nếp doi nan tóc cầu doi phút cầu mấy cầu tóc cầu tóc cầu
91311025390,ẩm kết cầu kem kiểm dau ok bôi set da nang tông ok kem chống nắng màu kem nang tông tím kiểm dau nang tông băng tím dam hàng tặng món sample tuyệt trải nghiệm phiền kem chống nắng mat nạ mấy sample đi lịch tiền,5,positive,ẩm kết cầu kem kiểm dau ok bôi set da nang tông ok kem chống nắng màu kem nang tông tím kiểm dau nang tông băng tím dam hàng tặng món sample tuyệt trải nghiệm phiền kem chống nắng mat nạ mấy sample đi lịch tiền
79755906081,méo da trắng màu 20 lợi ích mịn hiệu ủng lắm đẹp chê kd tb màu 20 shop bao mua 110 lắm mat khung thất gian hỗ trợ hoàn hàng tím màu 20 mua chất kem ủng nma chê kd trung bình nha lớp make kia phù phan bong nhẹ,5,positive,méo da trắng màu 20 lợi_ích mịn hiệu ủng lắm đẹp chê kd tb màu 20 shop bao_mua 110 lắm mat khung thất_gian hỗ_trợ hoàn hàng tím màu 20 mua chất kem ủng nma chê kd trung_bình nha lớp make kia phù phan bong nhẹ
83011419047,hương thơm mùi lợi ích rửa mat lắm đẹp phù hợp da 1 gel băng hạt dau thui bọt oke lắm rửa sạch dịu nhẹ nhiên da hộp thiện dau rửa mua đóng phút cảm giác hơi khô da nhẹ dụng mua he doi oke sản phẩm hàng nhẹ dụng cũm,5,positive,hương thơm mùi lợi_ích rửa mat lắm đẹp phù_hợp da 1 gel băng hạt dau thui bọt oke lắm rửa sạch dịu nhẹ_nhiên da hộp thiện dau rửa mua đóng phút cảm_giác hơi khô da nhẹ_dụng mua he doi oke sản_phẩm hàng nhẹ_dụng cũm
83963560023,10đ 10đ sản giá rẻ bữa túi coi cmt mùi creamy bb mont trắng dau tưởng hỏng nma giao mùi thiếc tặng chai berry candy full sz chai mùi dụng thơm kiểu keo i thơm nhẹ mùi dau tiêu thử chai sữa tạm sản 13x hơi tr lun,5,positive,10đ 10đ sản giá rẻ bữa túi coi cmt mùi creamy bb mont trắng dau tưởng hỏng nma giao mùi thiếc tặng chai berry candy full sz chai mùi_dụng thơm kiểu keo i thơm nhẹ mùi dau tiêu thử chai sữa tạm sản 13x hơi tr lun
73956830414,màu sắc ok chất liệu ok dụng mô tả dụng mềm mãi kiểu dang hơi rộng rai chút cảm giác thoải mãi mặc màu sắc sản phẩm đẹp mat phối thời gian xét kỹ chất dụng nhiên dau ủng,4,positive,màu_sắc ok chất_liệu ok_dụng mô_tả_dụng mềm mãi kiểu dang hơi rộng rai chút cảm_giác thoải mãi mặc màu_sắc sản_phẩm đẹp mat phối thời_gian xét kỹ chất_dụng nhiên dau ủng
74210473297,lợi ích sản phẩm mih dụng ht tuýp t3 r ms mua tuýp thử 4 day hương thơm bao đẹp srm da dau mụn hạt lí tí giúp lắm sạch da mih dụng mụn lắm nha mua hàng r bấm mua kem deal sốc nha đánh giá 1sao shop,5,positive,lợi_ích sản_phẩm mih_dụng ht tuýp t3 r ms mua tuýp thử 4 day hương thơm bao đẹp srm da dau mụn hạt lí tí giúp lắm sạch da mih_dụng mụn lắm nha mua hàng r bấm mua kem deal sốc nha đánh_giá 1sao shop
82511754078,da hàng shop đóng gói thận sản phẩm móp méo trầy xước hàng dụng mô tả hình ảnh shop chất dụng phù hợp giá tiền viên shop lợi nhiệt hài tiếp tục ủng hộ shop mua,5,positive,da hàng shop đóng_gói thận sản_phẩm móp méo trầy_xước hàng_dụng mô_tả hình_ảnh shop chất_dụng phù_hợp giá tiền viên shop lợi nhiệt hài tiếp_tục ủng_hộ shop mua
85769680852,gàu kinh nien thử clear đóng xài thử chai vàng dang đóng tiền bật gạo nha nhược tóc màu bết review dụng xen kế chai xanh tóc bong benh kiểm gàu mua xài thử hy vọng thiện hiệu đánh giá,5,positive,gàu kinh nien thử clear đóng xài thử chai vàng dang đóng tiền bật gạo nha nhược tóc màu bết review_dụng xen kế chai xanh tóc bong benh kiểm gàu mua xài thử hy_vọng thiện hiệu đánh_giá
13071535239,mùi hương thơm đánh da ch bic công dụng mềm mượt tóc sản phẩm đóng gói chán kĩ túi mấy miếng đơn chống xoc trình vận tạm lí sản phẩm check dang hoang mùi thơm nhẹ thơm chất dau đặc bết tóc mua nha,5,positive,mùi hương thơm đánh da ch bic công_dụng mềm mượt tóc sản_phẩm đóng_gói chán kĩ túi mấy miếng đơn chống xoc trình vận tạm lí sản_phẩm check dang hoang mùi thơm nhẹ thơm chất dau đặc bết tóc mua nha
56570245384,bao màu đẹp hương mix 4 mua shop gửi date hơi cũ sản xuất day 6 da gói rộng hơi thất vọng shop shop 5 hy vọng shop 1 đơn dang chuẩn giao lợi day,5,positive,bao màu đẹp hương mix 4 mua shop gửi date hơi cũ sản_xuất day 6 da gói rộng hơi thất_vọng shop shop 5 hy_vọng shop 1 đơn dang chuẩn giao lợi day
10709681002,công dụng chống nắng mùi hương mùi đánh da hộp thiện khô ổn áp lắm nha xài tan bôi khô lớp finish đẹp da hhthien dau bong nhẹ da đẹp ghê trắng xài treatment treat nhẹ aha bha hy vọng xài da sam đi,5,positive,công_dụng chống nắng mùi hương mùi đánh da hộp thiện khô ổn_áp lắm nha xài tan bôi khô lớp finish đẹp da hhthien dau bong nhẹ da đẹp ghê trắng xài treatment treat nhẹ aha bha hy_vọng xài da sam đi
11730560956,công dụng lắm sạch phan sinh đức giao dụng hàng giao hàng 2 dụng công dụng lắm sạch dụng xong cảm sạch thoang mat mùi class mùi bạc ha pre mùi hoa thơm nhẹ bọt ổn thử nhẹ dụng ổn,5,positive,công_dụng lắm sạch phan sinh đức giao_dụng hàng giao hàng 2 dụng công_dụng lắm sạch_dụng xong cảm_sạch thoang mat mùi class mùi bạc ha pre mùi hoa thơm nhẹ bọt ổn thử nhẹ_dụng ổn
82026795647,kinh nghiệm dụng dụng kinh nghiệm hương thơm mùi lắm đẹp đẹp lắm hàng bao doi shop chuẩn hàng ship hàng sơ chất giá tuyệt ong mat trời giá rẻ sơ mua shop nha cảm ổn shop,5,positive,kinh_nghiệm_dụng dụng kinh_nghiệm hương thơm mùi lắm đẹp đẹp lắm hàng bao doi shop chuẩn hàng ship hàng sơ chất giá tuyệt ong mat trời giá rẻ sơ mua shop nha_cảm ổn shop
11826806067,chất sản phẩm mùi hương thơm nhẹ doi tưởng dụng bé lon giao hàng đóng gói thận mua hàng hàng hàng yên tạm mùi thơm nhẹ nhẹ mùi chai xanh mua he hộp màu xanh màu xanh thơm mùi mat màu hỏng thơm mùi phan màu tím hơi nóng gắt,5,positive,chất sản_phẩm mùi hương thơm nhẹ doi tưởng dụng bé lon giao hàng đóng_gói thận mua hàng hàng hàng yên tạm mùi thơm nhẹ nhẹ mùi chai xanh mua he hộp màu xanh màu xanh thơm mùi mat màu hỏng thơm mùi phan màu tím hơi nóng gắt
